"카테고리","대표질문","유사질문","검증샘플","의도","답변"
"모바일","전자금융거래법 시행으로 인한 자동이체 신청 방법이 어떻게 되나요?","","전자금융거래법 시행으로 인한 자동이체 신청 방법이 어떻게 되나요?","서비스정책","자동이체 등록할 은행, 대리점 또는 olleh plaza 방문 하여 신청 가능하며, 모바일상품 고객센터 전화신청(단, 예금주 동의 전화녹취 후 가능)이 가능합니다.또한 올레닷컴 내 마이올레(http://my.olleh.com) → 납부방법 관리→ 자동납부 신청/변경에서 신청/변경하시면 됩니다."
"모바일","olleh AP가 불량일 경우 처리 방법은 어떻게 되나요?","","olleh AP가 불량일 경우 처리 방법은 어떻게 되나요?","olleh WiFi Call TIP","임대장비이기??문에 100-3 으로 as접수하면 가능합니다."
"모바일","기존에 이용하고 있던 070번호를 olleh 폰 개통 시 함께 이용할 수 있나요?","","기존에 이용하고 있던 070번호를 olleh 폰 개통 시 함께 이용할 수 있나요?","olleh WiFi Call","올레폰 070번호/010번호 부여받는 번호는 모두 신규번호로만 가능합니다. 기존에 사용하던 070 번호를 부여할 수는 없습니다."
"모바일","olleh WiFi AP 암호화란 의미가 뭔가요?","","olleh WiFi AP 암호화란 의미가 뭔가요?","olleh WiFi Call","우리 KT의 인터넷전화 단말은 WPA(WiFi protected access)를 통해서 암호화하고 WPA는 WEP보다 더 높은 보안성을 가지고 있는 국제공인 무선랜 암호화방식이 적용되어 있습니다 네트워크 접근시 높은 차단을 하기 때문에 안심하도록 안내해 주시고, 무선공유기(QOOK HUB나 QOOKAP)를 사용한다고 언급하거나 전산상 확인되면 암호를 생성하여 사용하도록 안내 바랍니다. 참고로 Qook AP의 web key는 인터넷사용을 위한 보안 key입니다. 통화는 WPA로 보호되고 있으므로 안전하게 잘 보호되고 되는 부분을 말합니다."
"모바일","타사의 인터넷을 이용할 경우에도 olleh WiFi AP를 이용할 수 있나요?","","타사의 인터넷을 이용할 경우에도 olleh WiFi AP를 이용할 수 있나요?","olleh WiFi Call","네. olleh  인터넷을 이용하지 않아도 olleh WiFi AP를 통해 olleh WiFi Call 이용하실 수 있습니다."
"모바일","모두다올레 요금제는 무엇인가요?","","모두다올레 요금제는 무엇인가요?","요금제","LTE 폰에서 음성통화무제한과 기본데이터 이월까지 적용되는 요금제이며, 월 이용요금은 다음과 같습니다. 상품명  월정액음성올레끼리 무제한3G+LTE 문자mVoIP데이터(safe-zone)데이터  이월 모두다올레35 35,000원 130분O(무선)75MB(150MB)   O          망내외 무제한 (Join포함 단,IM만)     30MB모두다올레45 45,000원 185분1.5G(0.3GB)50MB 모두다올레55 55,000원 250분2.5G(0.5GB)450MB모두다올레6565,000원350분6GB(1.2GB)600MB모두다올레75 75,000원 450분10GB(2GB)700MB모두다올레8585,000원650분14G(2.8GB)1,000MB모두다올레100100,000원 1050분20GB(4GB)1,600MB모두다올레125125,000원1250분O(유/무선)25GB(5GB)1,600MB ※ 문자 무제한 혜택은 KT/SKT/LGU+ 로 보내는 SMS/LMS/MMS 모두 적용됨 ※ 데이터 이월혜택은 안심차단형 고객에게는 미제공. 익월 1개월 이월하여 사용하는 서비스  ※ Safe-zone은 가입 월포함 3개월간 기본제공 데이터의 20%를 추가로 제공하는 서비스※ 초과시 요율 음성:1.8원/초 , 영상:3.0원/초 , 데이터 0.01원/0.5KB * 모두다올레 요금제 안내 및 신청하기 바로가기▶"
"모바일","완전무한 요금제는 무엇인가요?","","완전무한 요금제는 무엇인가요?","요금제","LTE 폰에서 통신사제한없이 유선,무선통화가 완전 무제한이며 월 이용요금은 다음과 같습니다. 요금제명  월정액 음성/문자 데이터 완전무한67 67,000원통신사/유무선 제한없이 통화/문자 완전 무제한 5GB이월or안심차단  완전무한77 77,000원 9GB완전무한9797,000원17GB 완전무한129 129,000원 통화/문자/LTE 데이터까지 완전 무제한 ※ 영상통화는 무제한 혜택에 포함되지 않으며, 50분 제공되는 분수에서 1.66배 차감※ 완전무한192 요금제의 경우 기본제공 데이터 25GB 소진이후에도 일 1GB까지 추가사용이 가능하며,     일 1GB를 초과해서 사용하더라도 최대 2Mbps 속도로 지속 이용 가능 ※ joyn 무제한 혜택은 텍스트 서비스(IM) 무제한 이용가능     단, VS(영상통화) 및 FT(파일전송)는 별도 과금 * 완전무한 요금제 안내 및 신청하기 바로가기▶"
"모바일","[LTE-A] LTE-A 가 뭔가요?","","[LTE-A] LTE-A 가 뭔가요?","서비스정책","LTE-A는 LTE Advanced의 약자로 LTE에서 더욱 진화된 기술입니다여러 주파수를 하나의 주파수처럼 묶어주거나(Carrier Aggregation), 원래 하나의 주파수 대역을 확장해, 빠르고 안정적으로 속도를 높여주는 기술들입니다.  통상 한 단계 업그레이드된 고속의 LTE서비스를 LTE-A 서비스로 부른다고 보시면 됩니다."
"모바일","[LTE-A] 광대역 LTE 서비스와 주파수묶음기술(Carrier Aggregation, 이하 CA)의 차이점은 무엇인가요?","","[LTE-A] 광대역 LTE 서비스와 주파수묶음기술(Carrier Aggregation, 이하 CA)의 차이점은 무엇인가요?","서비스정책","둘다 LTE 속도를 2배 빠르게 해주는 기술입니다만 두 기술의 차이점은 CA 는 따로 떨어진 두 개의 주파수를 묶어주어야 하기 때문에 전용단말기가 필요한 반면에 광대역 LTE-A 서비스는 기존 주파수 대역을 그대로 2배 넓혀주기 때문에 기존 LTE 단말기까지도 체감속도가 2배 빨라집니다. * LTE-A 단말의 최고속도 150Mbps, 기존단말은 100Mbps (과거 LTE 최고속도는 75Mbps) 또한 광대역 LTE-A 서비스는 1개 주파수로 안정적인 LTE-A서비스를 이용하실 수 있으며,2개의 주파수를 사용하는 CA방식보다 배터리를 30% 더 오래 사용할 수 있습니다."
"모바일","[LTE-A] kt는 LTE-A서비스를 제공하나요?","","[LTE-A] kt는 LTE-A서비스를 제공하나요?","서비스정책","kt는 1.8GHz 황금주파수 대역을 확보하여, 고객님들께 LTE-A서비스 제공을 위해 CA와광대역 LTE-A 서비스 모두 준비 완료한 상태입니다.CA기술은 이미 개발 완료해 현재 최종 점검 단계로서 곧 상용예정이며, 광대역LTE-A 서비스 역시 황금주파수 대역을 확보하여 즉시 사용할 수 있도록 기술개발을 완료하였습니다.보다 많은 고객분들께 빠른 시간내에 LTE A 서비스를 제공받으실 수도 있도록 최선을 다하겠습니다."
"모바일","USIM카드란 무엇인가요?","","USIM카드란 무엇인가요?","USIM 이동","USIM은 Universal Subscriber Identify Module 의 약자로 전세계 3G/HSDPA표준가입자 인증방식 서비스입니다. USIM카드를 이용해 고객님의 소중한 개인정보를 작은 IC칩안에 저장하여 핸드폰을 통해 여러가지 서비스를 편리하게 이용할 수 있습니다. 서비스를 이용하시려면 USIM카드 등록이 필수입니다.  USIM카드 미등록 시 통화 및 서비스를 이용할 수 없으며, 카드가 등록되어 있어도 핸드폰에서 분리할 경우 음성통화 및 기타서비스를 이용하실 수 없습니다"
"모바일","USIM 이동성이란?","","USIM 이동성이란?","USIM 이동","매장방문을 통한 기기변경 절차 없이 핸드폰에 다른 USIM을 장착하여 사용하거나, 본인의 USIM을 다른 핸드폰에 장착하여 사용할 수 있는 제도입니다."
"모바일","USIM카드를 다른 핸드폰에 장착하여 사용할 수 있나요?","","USIM카드를 다른 핸드폰에 장착하여 사용할 수 있나요?","USIM 이동","네, 가능합니다. 매장방문을 통한 기기변경 절차없이 핸드폰에 다른 USIM을 장착하여 사용하거나 본인의 USIM을 다른 핸드폰에 장착하여 사용 할 수 있습니다. 단, ''10년 7월 이후에 출시된 핸드폰만 가능하며, 핸드폰보호서비스에 가입되지 않은 단말기만 가능합니다."
"모바일","USIM이동 기간 제한이 폐지되어 개통 후 즉시 USIM이동이 가능한데, 어떤 점이 달라지나요?","","USIM이동 기간 제한이 폐지되어 개통 후 즉시 USIM이동이 가능한데, 어떤 점이 달라지나요?","USIM 이동","''10년 5월까지는 개통 후 익월말(핸드폰기준)과 14일(USIM 기준)까지 USIM이동이 제한되어 있었습니다. 고객님의 편의를 위해 개통 후 즉시 USIM 이동이 가능하도록 USIM이동 기간 제한을 폐지하였습니다. ''10년 5월부터는 USIM이동의 혜택을 제한없이 보다 편리하게 이용하실 수 있습니다."
"모바일","kt와 SKT간의 (통신사간) 핸드폰 변경이 가능하다고 하던데,진짜인가요?","","kt와 SKT간의 (통신사간) 핸드폰 변경이 가능하다고 하던데,진짜인가요?","USIM 이동","네, kt핸드폰과 SKT핸드폰을 변경하여 사용이 가능하나 경우에 따라 서비스 제한은 있을 수 있습니다. ※ LGU+ 는 ''13년 6월 현재 통신사간 USIM이동이 지원되지 않아 LGU+ 핸드폰과의 이동은 불가합니다."
"모바일","실제로 USIM만 이동하면 모든 서비스를 이용할 수 있나요?","","실제로 USIM만 이동하면 모든 서비스를 이용할 수 있나요?","USIM 이동","USIM이동을 통해 다른 핸드폰을 이용하는 것은 가능하지만, 음성통화/SMS/발신번호표시 외에 핸드폰에 따라 서비스 이용 제한이 있어 이에 대한 주의가 필요합니다. ※ USIM이동한 핸드폰에 따라 가입한 부가서비스를 사용하지 못할 수 있습니다.    (DMB,VOD,뱅킹,교통 등 부가서비스를 가입했지만 사용을 못하는 경우에도 요금이 부과될 수 있으므로    꼭 확인하시고 고객님께서 직접 해지하시기 바랍니다. ※ 특히 SKT 자급단말은 MMS등 사용 불가한 서비스가 많기 때문에 주희하셔야 합니다."
"모바일","kt를 사용하고 있는 다른 사람이 내 핸드폰을 사용하지 못하게 하려면 어떻게 해야 하나요?","","kt를 사용하고 있는 다른 사람이 내 핸드폰을 사용하지 못하게 하려면 어떻게 해야 하나요?","USIM 이동","[핸드폰보호서비스]를 신청하시면 내핸드폰에 kt를 사용하는 다른 고객의 USIM이동(사업자내 USIM이동)을 막을 수 있습니다. (단,SKT를 사용하는 고객의 USIM은 차단불가) 또한 고객 Lock(핸드폰 자체에서 타 USIM제한설정)을 설정할 경우 내 핸드폰으로의 사업자 내/사업자 간 USIM이동을 막을 수 있습니다"
"모바일","USIM이동을 통한 기기변경(kt USIM을 다른 kt기기로 이동)이 제한되는 것은 어떤 경우인가요?","","USIM이동을 통한 기기변경(kt USIM을 다른 kt기기로 이동)이 제한되는 것은 어떤 경우인가요?","USIM 이동","단말기에 문제가 없을 경우 최소 전원을 2~3회 이상 ON/OFF(1분정도 여유) 하실 경우 사용이 가능합니다.그러나, 아래와 같은 단말기는 USIM이동이 불가합니다  ※ USIM이동 불가 단말기2G핸드폰, ''10년 7월 이전에 출시한 단말기,휴대폰보호서비스에 가입된 단말기,미납단말기,분실/도난 접수된 단말기,A/S접수된 핸드폰,임대폰(A/S,분실임대,땡큐폰 등),개통이력이 없는 신규단말기,모젠핸드폰(텔레매틱스),일부 MVNO사업자의 약정에 따라 USIM이동을 차단한 단말기,해외에서 구매한단말기중 해외사업자의 Country Lock이 걸려있는 단말기"
"모바일","핸드폰보호서비스는 무엇인가요?","","핸드폰보호서비스는 무엇인가요?","USIM 이동","내핸드폰에 kt를 사용하는 다른 사람의 USIM으로 이동이 안되게 차단하는 서비스 입니다.(타사이동은 차단불가)"
"모바일","타사 USIM이동 신청절차는 어떻게 되나요?","","타사 USIM이동 신청절차는 어떻게 되나요?","USIM 이동","kt에서 출시한 단말기에 타사의 USIM을 사용하기 위한 방법은 두가지가 있으며 개통 후 바로 가능합니다. ※ 방법ㅇ실시간 이동 : 타사 USIM을 kt단말에 장착하고 전원을 1분정도 간격으로 2~3회 ON/OFFㅇ핸드폰 타사 이용서비스 신청 : 타사 이용서비스 신청 후 처리가 완료된 이후에 타사 USIM을 장착"
"모바일","타사 USIM이동 신청절차는 어떻게 되나요?","","타사 USIM이동 신청절차는 어떻게 되나요?","USIM 이동","kt에서 출시한 단말기에 타사의 USIM을 사용하기 위한 방법은 두가지가 있으며 개통 후 바로 가능합니다. ※ 방법ㅇ실시간 이동 : 타사 USIM을 kt단말에 장착하고 전원을 1분정도 간격으로 2~3회 ON/OFFㅇ핸드폰 타사 이용서비스 신청 : 타사 이용서비스 신청 후 처리가 완료된 이후에 타사 USIM을 장착"
"모바일","USIM 이동으로 기기변경 하면 할인혜택이나 요금제 등이 유지 되나요?","","USIM 이동으로 기기변경 하면 할인혜택이나 요금제 등이 유지 되나요?","USIM 이동","네,유지됩니다.USIM이동을 하더라도 가입한 요금제,할인/결합혜택,약정,부가서비스는 모두 유지됩니다. 고객요청에 따라 해지/변경하지 않는 이상, 가입한 회선 기준으로 적용되기 때문에 USIM이동으로사용단말기가 변경되더라도 모두 USIM이동전과 동일하게 유지됩니다"
